Symbol,Name
5874,PLRX,Pliant Therapeutics Inc. Common Stock
5875,PLSE,Pulse Biosciences Inc Common Stock (DE)
5876,PLTK,Playtika Holding Corp. Common Stock
5877,PLTR,Palantir Technologies Inc. Class A Common Stock
5878,PLUG,Plug Power Inc. Common Stock
5879,PLUS,ePlus inc. Common Stock
5880,PLX,Protalix BioTherapeutics Inc. (DE) Common Stock
5881,PLXP,PLx Pharma Inc. Common Stock
5882,PLXS,Plexus Corp. Common Stock
5883,PLYA,Playa Hotels & Resorts N.V. Ordinary Shares
5884,PLYM,Plymouth Industrial REIT Inc. Common Stock
5885,PLYM^A,Plymouth Industrial REIT Inc. 7.50% Series A Cumulative Redeemable Preferred Stock
5886,PM,Philip Morris International Inc Common Stock
5887,PMCB,PharmaCyte  Biotech Inc. Common Stock
5888,PMD,Psychemedics Corporation
5889,PME,Pingtan Marine Enterprise Ltd.
5890,PMF,PIMCO Municipal Income Fund Common Stock
5891,PMGM,Priveterra Acquisition Corp. Class A Common Stock
5892,PMGMU,Priveterra Acquisition Corp. Units
5893,PMGMW,Priveterra Acquisition Corp. Warrant
5894,PML,Pimco Municipal Income Fund II Common Shares of Beneficial Interest
5895,PMM,Putnam Managed Municipal Income Trust Common Stock
5896,PMO,Putnam Municipal Opportunities Trust Common Stock
5897,PMT,PennyMac Mortgage Investment Trust Common Shares of Beneficial Interest
5898,PMT^A,PennyMac Mortgage Investment Trust 8.125% Series A Fixed-to-Floating Rate Cumulative Redeemable Preferred Shares of Beneficial Interest
5899,PMT^B,PennyMac Mortgage Investment Trust 8.00% Series B Fixed-to-Floating Rate Cumulative Redeemable Preferred Shares of Beneficial Interest
5900,PMT^C,PennyMac Mortgage Investment Trust 6.75% Series C Cumulative Redeemable Preferred Shares of Beneficial Interest
5901,PMTS,CPI Card Group Inc. Common Stock
5902,PMVC,PMV Consumer Acquisition Corp. Class A Common Stock
5903,PMVP,PMV Pharmaceuticals Inc. Common Stock
5904,PMX,PIMCO Municipal Income Fund III Common Shares of Beneficial Interest
5905,PNBK,Patriot National Bancorp Inc. Common Stock
5906,PNC,PNC Financial Services Group Inc. (The) Common Stock
5907,PNC^P,PNC Financial Services Group Inc. (The) Depositary Shares Representing 1/4000th Perpetual Preferred Series P
5908,PNF,PIMCO New York Municipal Income Fund Common Stock
5909,PNFP,Pinnacle Financial Partners Inc. Common Stock
5910,PNFPP,Pinnacle Financial Partners Inc. Depositary shares of Pinnacle Financial Partners Inc. each representing a 1/40th Interest in a share of its 6.75% Fixed-Rate Non-Cumulative Perpetual Preferred Stock Series B
5911,PNI,Pimco New York Municipal Income Fund II Common Shares of Beneficial Interest
5912,PNM,PNM Resources Inc. (Holding Co.) Common Stock
5913,PNNT,PennantPark Investment Corporation Common Stock
5914,PNR,Pentair plc. Ordinary Share
5915,PNRG,PrimeEnergy Resources Corporation Common Stock
5916,PNT,POINT Biopharma Global Inc. Common Stock
5917,PNTG,The Pennant Group Inc. Common Stock 
5918,PNTM,Pontem Corporation Class A Ordinary Shares
5919,PNW,Pinnacle West Capital Corporation Common Stock
5920,POAI,Predictive Oncology Inc. Common Stock
5921,PODD,Insulet Corporation Common Stock
5922,POLA,Polar Power Inc. Common Stock
5923,POLY,Plantronics Inc. Common Stock
5924,PONO,Pono Capital Corp Class A Common Stock
5925,POOL,Pool Corporation Common Stock
5926,POR,Portland General Electric Co Common Stock
5927,POSH,Poshmark Inc. Class A Common Stock
5928,POST,Post Holdings Inc. Common Stock
5929,POW,Powered Brands Class A Ordinary Shares
5930,POWI,Power Integrations Inc. Common Stock
5931,POWL,Powell Industries Inc. Common Stock
5932,POWRU,Powered Brands Units
5933,POWRW,Powered Brands Warrants
5934,POWW,AMMO Inc. Common Stock
5935,POWWP,AMMO Inc. 8.75% Series A Cumulative Redeemable Perpetual Preferred Stock
5936,PPBI,Pacific Premier Bancorp Inc
5937,PPBT,Purple Biotech Ltd. American Depositary Shares
5938,PPC,Pilgrim's Pride Corporation Common Stock
5939,PPG,PPG Industries Inc. Common Stock
5940,PPGH,Poema Global Holdings Corp. Class A Ordinary Share
5941,PPGHU,Poema Global Holdings Corp. Unit
5942,PPGHW,Poema Global Holdings Corp. Warrant
5943,PPHP,PHP Ventures Acquisition Corp. Class A Common Stock
5944,PPHPR,PHP Ventures Acquisition Corp. Rights
5945,PPHPU,PHP Ventures Acquisition Corp. Units
5946,PPHPW,PHP Ventures Acquisition Corp. Warrants
5947,PPIH,Perma-Pipe International Holdings Inc. Common Stock
5948,PPL,PPL Corporation Common Stock
5949,PPSI,Pioneer Power Solutions Inc. Common Stock
5950,PPT,Putnam Premier Income Trust Common Stock
5951,PPTA,Perpetua Resources Corp. Common Shares
5952,PRA,ProAssurance Corporation Common Stock
5953,PRAA,PRA Group Inc. Common Stock
5954,PRAX,Praxis Precision Medicines Inc. Common Stock
5955,PRBM,Parabellum Acquisition Corp. Class A Common Stock
5956,PRCH,Porch Group Inc. Common Stock
5957,PRCT,PROCEPT BioRobotics Corporation Common Stock
5958,PRDO,Perdoceo Education Corporation Common Stock
5959,PRE^J,PartnerRe Ltd. 4.875% Fixed Rate Non-Cumulative Redeemable Preferred Shares Series J
5960,PRFT,Perficient Inc. Common Stock
5961,PRFX,PainReform Ltd. Ordinary Shares
5962,PRG,PROG Holdings Inc. Common Stock
5963,PRGO,Perrigo Company plc Ordinary Shares
5964,PRGS,Progress Software Corporation Common Stock (DE)
5965,PRI,Primerica Inc. Common Stock
5966,PRIF^D,Priority Income Fund Inc. 7.00% Series D Term Preferred Stock due 2029
5967,PRIF^F,Priority Income Fund Inc. 6.625% Series F Term Preferred Stock due 2027
5968,PRIF^G,Priority Income Fund Inc. 6.25% Series G Preferred Stock Due 2026
5969,PRIF^H,Priority Income Fund Inc. 6.00% Series H Term Preferred Stock due 2026
5970,PRIF^I,Priority Income Fund Inc. 6.125% Series I Term Preferred Stock due 2028
5971,PRIF^J,Priority Income Fund Inc. 6.000% Series J Term Preferred Stock due 2028
5972,PRIF^K,Priority Income Fund Inc. 7.000% Series K Cumulative Preferred Stock
5973,PRIM,Primoris Services Corporation Common Stock
5974,PRK,Park National Corporation Common Stock
5975,PRLB,Proto Labs Inc. Common stock
5976,PRLD,Prelude Therapeutics Incorporated Common Stock
5977,PRLHU,Pearl Holdings Acquisition Corp Unit
5978,PRM,Perimeter Solutions SA Ordinary Shares
5979,PRMW,Primo Water Corporation Common Stock
5980,PRO,PROS Holdings Inc. Common Stock
5981,PROC,Procaps Group S.A. Ordinary Shares
5982,PROCW,Procaps Group S.A. Warrants
5983,PROF,Profound Medical Corp. Common Stock
5984,PROG,Progenity Inc. Common Stock
5985,PROV,Provident Financial Holdings Inc. Common Stock
5986,PRPB,CC Neuberger Principal Holdings II Class A Ordinary Shares
5987,PRPC,CC Neuberger Principal Holdings III Class A Ordinary Shares
5988,PRPH,ProPhase Labs Inc. Common Stock (DE)
5989,PRPL,Purple Innovation Inc. Common Stock
5990,PRPO,Precipio Inc.  Common Stock
5991,PRQR,ProQR Therapeutics N.V. Ordinary Shares
5992,PRS,Prudential Financial Inc. 5.625% Junior Subordinated Notes due 2058
5993,PRSO,Peraso Inc. Common Stock
5994,PRSR,Prospector Capital Corp. Class A Ordinary Shares
5995,PRSRU,Prospector Capital Corp. Unit
5996,PRSRW,Prospector Capital Corp. Warrants
5997,PRT,PermRock Royalty Trust Trust Units
5998,PRTA,Prothena Corporation plc Ordinary Shares
5999,PRTC,PureTech Health plc American Depositary Shares
6000,PRTG,Portage Biotech Inc. Common Stock
6001,PRTH,Priority Technology Holdings Inc. Common Stock
6002,PRTK,Paratek Pharmaceuticals Inc. Common Stock
6003,PRTS,CarParts.com Inc. Common Stock
6004,PRTY,Party City Holdco Inc. Common Stock
6005,PRU,Prudential Financial Inc. Common Stock
6006,PRVA,Privia Health Group Inc. Common Stock
6007,PRVB,Provention Bio Inc. Common Stock
6008,PSA,Public Storage Common Stock
6009,PSA^E,Public Storage Depositary Shares Each Representing 1/1000 of a 4.90% Cumulative Preferred Share of Beneficial Interest Series E
6010,PSA^F,Public Storage Depositary Shares Each Representing 1/1000 of a 5.15% Cumulative Preferred Share of Beneficial Interest Series F par value $0.01 per share
6011,PSA^G,Public Storage Depositary Shares Each Representing 1/1000 of a 5.05% Cumulative Preferred Share of Beneficial Interest Series G
6012,PSA^H,Public Storage Depositary Shares Each Representing 1/1000 of a  5.60% Cumulative Preferred  Share of Beneficial Interest Series H
6013,PSA^I,Public Storage Depositary Shares Each Representing 1/1000 of a 4.875% Cumulative Preferred Share of Beneficial Interest Series I par value $0.01 per share
6014,PSA^J,Public Storage Depositary Shares Each Representing 1/1000 of a 4.700% Cumulative Preferred Share of Beneficial Interest Series J par value $0.01 per share
6015,PSA^K,Public Storage Depositary Shares Each Representing 1/1000 of a 4.75% Cumulative Preferred Share of Beneficial Interest Series K
6016,PSA^L,Public Storage Depositary Shares Each Representing 1/1000 of a 4.625% Cumulative Preferred Share of Beneficial Interest Series L par value $0.01 per share
6017,PSA^M,Public Storage Depositary Shares Each Representing 1/1000 of a 4.125% Cumulative Preferred Share of Beneficial Interest Series M
6018,PSA^N,Public Storage Depositary Shares Each Representing 1/1000 of a 3.875% Cumulative Preferred Share of Beneficial Interest Series N
6019,PSA^O,Public Storage Depositary Shares Each Representing 1/1000 of a 3.900% Cumulative Preferred Share of Beneficial Interest Series O
6020,PSA^P,Public Storage Depositary Shares Each Representing 1/1000 of a 4.000% Cumulative Preferred Share of Bene cial Interest Series P
6021,PSA^Q,Public Storage Depositary Shares Each Representing 1/1000 of a 3.950% Cumulative Preferred Share of Beneficial Interest Series Q par value $0.01 per share
6022,PSA^R,Public Storage Depositary Shares Each Representing 1/1000 of a 4.00% Cumulative Preferred Share of Bene cial Interest Series R
6023,PSAG,Property Solutions Acquisition Corporation II Class A Common Stock
6024,PSAGU,Property Solutions Acquisition Corporation II Units
6025,PSAGW,Property Solutions Acquisition Corporation II Warrant
6026,PSB,PS Business Parks Inc. (MD) Common Stock
6027,PSB^X,PS Business Parks Inc. Depositary Shares Each Representing 1/1000 of a Share of 5.25% Cumulative Preferred Stock Series X
6028,PSB^Y,PS Business Parks Inc. 5.20% Cumulative Preferred Stock Series Y
6029,PSB^Z,PS Business Parks Inc. Depositary Shares Each Representing 1/1000 of a Share of 4.875% Cumulative Preferred Stock Series Z  par value $0.01 per share
6030,PSEC,Prospect Capital Corporation Common Stock
6031,PSEC^A,Prospect Capital Corporation 5.35% Series A Fixed Rate Cumulative Perpetual Preferred Stock
6032,PSF,Cohen & Steers Select Preferred and Income Fund Inc. Common Stock
6033,PSFE,Paysafe Limited Common Shares
6034,PSHG,Performance Shipping Inc. Common Shares
6035,PSMT,PriceSmart Inc. Common Stock
6036,PSN,Parsons Corporation Common Stock
6037,PSNL,Personalis Inc. Common Stock
6038,PSO,Pearson Plc Common Stock
6039,PSPC,Post Holdings Partnering Corporation Series A Common Stock
6040,PSTG,Pure Storage Inc. Class A Common Stock
6041,PSTH,Pershing Square Tontine Holdings Ltd. Class A Common Stock
6042,PSTI,Pluristem Therapeutics Inc. Common Stock
6043,PSTL,Postal Realty Trust Inc. Class A Common Stock
6044,PSTV,PLUS THERAPEUTICS Inc. Common Stock 
6045,PSTX,Poseida Therapeutics Inc. Common Stock
6046,PSX,Phillips 66 Common Stock
6047,PSXP,Phillips 66 Partners LP Common Units representing limited partner interest in the Partnership
6048,PT,Pintec Technology Holdings Limited American Depositary Shares
6049,PTA,Cohen & Steers Tax-Advantaged Preferred Securities and Income Fund Common Shares of Beneficial Interest
6050,PTC,PTC Inc. Common Stock
6051,PTCT,PTC Therapeutics Inc. Common Stock
6052,PTE,PolarityTE Inc. Common Stock
6053,PTEN,Patterson-UTI Energy Inc. Common Stock
6054,PTGX,Protagonist Therapeutics Inc. Common Stock
6055,PTIC,PropTech Investment Corporation II Class A Common Stock
6056,PTICU,PropTech Investment Corporation II Unit
6057,PTICW,PropTech Investment Corporation II Warrant
6058,PTIX,Protagenic Therapeutics Inc. Common Stock
6059,PTIXW,Protagenic Therapeutics Inc. Warrant
6060,PTLO,Portillo's Inc. Class A Common Stock
6061,PTMN,Portman Ridge Finance Corporation Common Stock
6062,PTN,Palatin Technologies Inc. Common Stock
6063,PTNR,Partner Communications Company Ltd. American Depositary Shares
6064,PTOC,Pine Technology Acquisition Corp. Class A Common Stock
6065,PTOCU,Pine Technology Acquisition Corp. Unit
6066,PTOCW,Pine Technology Acquisition Corp. Warrant
6067,PTON,Peloton Interactive Inc. Class A Common Stock
6068,PTPI,Petros Pharmaceuticals Inc. Common Stock
6069,PTR,PetroChina Company Limited Common Stock
6070,PTRA,Proterra Inc. Common Stock
6071,PTRS,Partners Bancorp Common Stock
6072,PTSI,P.A.M. Transportation Services Inc. Common Stock
6073,PTVE,Pactiv Evergreen Inc. Common stock
6074,PTY,Pimco Corporate & Income Opportunity Fund
6075,PUBM,PubMatic Inc. Class A Common Stock
6076,PUCK,Goal Acquisitions Corp. Common Stock
6077,PUCKU,Goal Acquisitions Corp. Unit
6078,PUCKW,Goal Acquisitions Corp. Warrant
6079,PUK,Prudential Public Limited Company Common Stock
6080,PUK^,Prudential Public Limited Company 6.75% Perpetual Subordinated Captial Security
6081,PUK^A,Prudential Public Limited Company 6.50% Perpetual Subordinated Capital Securities Exchangeable at the Issuer's Option Into Non-Cumulative Dollar Denominated Preference Shares
6082,PULM,Pulmatrix Inc. Common Stock
6083,PUMP,ProPetro Holding Corp. Common Stock
6084,PUYI,Puyi Inc. American Depository Shares
6085,PV,Primavera Capital Acquisition Corporation Class A Ordinary Shares
6086,PVBC,Provident Bancorp Inc. (MD) Common Stock
6087,PVG,Pretium Resources Inc. Ordinary Shares (Canada)
6088,PVH,PVH Corp. Common Stock
6089,PVL,Permianville Royalty Trust Trust Units 
6090,PW,Power REIT (MD) Common Stock
6091,PW^A,Power REIT 7.75% Series A Cumulative Perpetual Preferred Stock
6092,PWFL,PowerFleet Inc. Common Stock
6093,PWOD,Penns Woods Bancorp Inc. Common Stock
6094,PWP,Perella Weinberg Partners Class A Common Stock
6095,PWPPW,Perella Weinberg Partners Warrant
6096,PWR,Quanta Services Inc. Common Stock
6097,PWSC,PowerSchool Holdings Inc. Class A Common Stock
6098,PX,P10 Inc. Class A Common Stock
6099,PXD,Pioneer Natural Resources Company Common Stock
6100,PXLW,Pixelworks Inc.  Common Stock
6101,PXS,Pyxis Tankers Inc. Common Stock
6102,PXSAP,Pyxis Tankers Inc. 7.75% Series A Cumulative Convertible Preferred Shares
6103,PXSAW,Pyxis Tankers Inc. Warrant
6104,PYCR,Paycor HCM Inc. Common Stock
6105,PYN,PIMCO New York Municipal Income Fund III Common Shares of Beneficial Interest
6106,PYPD,PolyPid Ltd. Ordinary Shares
6107,PYPL,PayPal Holdings Inc. Common Stock
6108,PYR,PyroGenesis Canada Inc. Common Shares
6109,PYS,Merrill Lynch Depositor Inc PPlus Tr Ser RRD-1 Tr Ctf Cl A
6110,PYT,PPlus Tr GSC-2 Tr Ctf Fltg Rate
6111,PYXS,Pyxis Oncology Inc. Common Stock
6112,PZC,PIMCO California Municipal Income Fund III Common Shares of Beneficial Interest
6113,PZG,Paramount Gold Nevada Corp. Common Stock
6114,PZN,Pzena Investment Management Inc Class A Common Stock
6115,PZZA,Papa John's International Inc. Common Stock
6116,QCOM,QUALCOMM Incorporated Common Stock
6117,QCRH,QCR Holdings Inc. Common Stock
6118,QD,Qudian Inc. American Depositary Shares each representing one Class A Ordinary Share
6119,QDEL,Quidel Corporation Common Stock
6120,QFIN,360 DigiTech Inc. American Depositary Shares
6121,QFTA,Quantum FinTech Acquisition Corporation Common Stock
6122,QGEN,Qiagen N.V. Common Shares 
6123,QH,Quhuo Limited American Depository Shares
6124,QIPT,Quipt Home Medical Corp. Common Shares
6125,QIWI,QIWI plc American Depositary Shares
6126,QK,Q&K International Group Limited American Depositary Shares
6127,QLGN,Qualigen Therapeutics Inc. Common Stock
6128,QLI,Qilian International Holding Group Ltd. Ordinary Shares
6129,QLYS,Qualys Inc. Common Stock
6130,QMCO,Quantum Corporation Common Stock
6131,QNRX,Quoin Pharmaceuticals Ltd. American Depositary Shares
6132,QNST,QuinStreet Inc. Common Stock
6133,QQQX,Nuveen NASDAQ 100 Dynamic Overwrite Fund Shares of Beneficial Interest
6134,QRHC,Quest Resource Holding Corporation Common Stock
6135,QRTEA,Qurate Retail Inc. Series A Common Stock 
6136,QRTEB,Qurate Retail Inc. Series B Common Stock 
6137,QRTEP,Qurate Retail Inc. 8.0% Fixed Rate Cumulative Redeemable Preferred Stock
6138,QRVO,Qorvo Inc. Common Stock
6139,QS,QuantumScape Corporation Class A Common Stock
6140,QSI,Quantum-Si Incorporated Class A Common Stock
6141,QSIAW,Quantum-Si Incorporated Warrant
6142,QSR,Restaurant Brands International Inc. Common Shares
6143,QTNT,Quotient Limited Ordinary Shares
6144,QTRX,Quanterix Corporation Common Stock
6145,QTT,Qutoutiao Inc. American Depositary Shares
6146,QTWO,Q2 Holdings Inc. Common Stock
6147,QUAD,Quad Graphics Inc Class A Common Stock
6148,QUBT,Quantum Computing Inc. Common Stock
6149,QUIK,QuickLogic Corporation Common Stock
6150,QUMU,Qumu Corporation Common Stock
6151,QUOT,Quotient Technology Inc. Common Stock
6152,QURE,uniQure N.V. Ordinary Shares
6153,QVCC,QVC Inc. 6.250% Senior Secured Notes due 2068
6154,QVCD,QVC Inc. 6.375% Senior Secured Notes due 2067
6155,R,Ryder System Inc. Common Stock
6156,RA,Brookfield Real Assets Income Fund Inc. Common Stock
6157,RAAS,Cloopen Group Holding Limited American Depositary Shares each representing two Class A Ordinary Shares
6158,RACB,Research Alliance Corp. II Class A Common Stock
6159,RACE,Ferrari N.V. Common Shares
6160,RAD,Rite Aid Corporation Common Stock
6161,RADA,RADA Electronic Industries Ltd. Ordinary Shares
6162,RADI,Radius Global Infrastructure Inc. Class A Common Stock
6163,RAIL,FreightCar America Inc. Common Stock
6164,RAIN,Rain Therapeutics Inc. Common Stock
6165,RAM,Aries I Acquisition Corporation Class A Ordinary Share
6166,RAMMU,Aries I Acquisition Corporation Unit
6167,RAMMW,Aries I Acquisition Corporation Warrant
6168,RAMP,LiveRamp Holdings Inc. Common Stock
6169,RAND,Rand Capital Corporation Common Stock
6170,RANI,Rani Therapeutics Holdings Inc. Class A Common Stock
6171,RAPT,RAPT Therapeutics Inc. Common Stock
6172,RARE,Ultragenyx Pharmaceutical Inc. Common Stock
6173,RAVE,Rave Restaurant Group Inc. Common Stock
6174,RBA,Ritchie Bros. Auctioneers Incorporated Common Stock
6175,RBAC,RedBall Acquisition Corp. Class A Ordinary Shares
6176,RBB,RBB Bancorp Common Stock
6177,RBBN,Ribbon Communications Inc. Common Stock
6178,RBCAA,Republic Bancorp Inc. Class A Common Stock
6179,RBCN,Rubicon Technology Inc. Common Stock
6180,RBKB,Rhinebeck Bancorp Inc. Common Stock
6181,RBLX,Roblox Corporation Class A Common Stock
6182,RBNC,Reliant Bancorp Inc. Common Stock
6183,RBOT,Vicarious Surgical Inc. Class A Common Stock
6184,RC,Ready Capital Corproation Common Stock
6185,RC^C,Ready Capital Corporation 6.25% Series C Cumulative Convertible Preferred Stock
6186,RC^E,Ready Capital Corporation 6.50% Series E Cumulative Redeemable Preferred Stock
6187,RCA,Ready Capital Corporation 7.00% Convertible Senior Notes due 2023
6188,RCACU,Revelstone Capital Acquisition Corp. Unit
6189,RCAT,Red Cat Holdings Inc. Common Stock
6190,RCB,Ready Capital Corporation 6.20% Senior Notes due 2026
6191,RCC,Ready Capital Corporation 5.75% Senior Notes due 2026
6192,RCEL,Avita Therapeutics Inc. Common Stock
6193,RCG,RENN Fund Inc Common Stock
6194,RCHG,Recharge Acquisition Corp. Class A Common Stock
6195,RCHGW,Recharge Acquisition Corp. Warrant
6196,RCI,Rogers Communication Inc. Common Stock
6197,RCII,Rent-A-Center Inc. Common Stock
6198,RCKT,Rocket Pharmaceuticals Inc. Common Stock
6199,RCKY,Rocky Brands Inc. Common Stock
6200,RCL,D/B/A Royal Caribbean Cruises Ltd. Common Stock
6201,RCLF,Rosecliff Acquisition Corp I Class A Common Stock
6202,RCLFU,Rosecliff Acquisition Corp I Unit
6203,RCLFW,Rosecliff Acquisition Corp I Warrants
6204,RCM,R1 RCM Inc. Common Stock
6205,RCMT,RCM Technologies Inc. Common Stock
6206,RCON,Recon Technology Ltd. Class A Ordinary Shares
6207,RCOR,Renovacor Inc. Common Stock
6208,RCRT,Recruiter.com Group Inc. Common Stock
6209,RCS,PIMCO Strategic Income Fund Inc.
6210,RCUS,Arcus Biosciences Inc. Common Stock
6211,RDBX,Redbox Entertainment Inc. Class A Common Stock
6212,RDBXW,Redbox Entertainment Inc. Warrant
6213,RDCM,Radcom Ltd. Ordinary Shares
6214,RDFN,Redfin Corporation Common Stock
6215,RDHL,Redhill Biopharma Ltd. American Depositary Shares
6216,RDI,Reading International Inc Class A Common Stock
6217,RDIB,Reading International Inc Class B Common Stock
6218,RDN,Radian Group Inc. Common Stock
6219,RDNT,RadNet Inc. Common Stock
6220,RDS/B,Royal Dutch Shell PLC
6221,RDUS,Radius Health Inc. Common Stock
6222,RDVT,Red Violet Inc. Common Stock 
6223,RDW,Redwire Corporation Common Stock
6224,RDWR,Radware Ltd. Ordinary Shares
6225,RDY,Dr. Reddy's Laboratories Ltd Common Stock
6226,RE,Everest Re Group Ltd. Common Stock
6227,REAL,The RealReal Inc. Common Stock
6228,REAX,The Real Brokerage Inc. Common Shares
6229,REDU,RISE Education Cayman Ltd American Depositary Shares
6230,REE,REE Automotive Ltd. Class A Ordinary Shares
6231,REEAW,REE Automotive Ltd. Warrant
6232,REED,Reeds Inc. Common Stock
6233,REFI,Chicago Atlantic Real Estate Finance Inc. Common Stock
6234,REFR,Research Frontiers Incorporated Common Stock
6235,REG,Regency Centers Corporation Common Stock
6236,REGI,Renewable Energy Group Inc. Common Stock
6237,REGN,Regeneron Pharmaceuticals Inc. Common Stock
6238,REI,Ring Energy Inc. Common Stock
6239,REKR,Rekor Systems Inc. Common Stock
6240,RELI,Reliance Global Group Inc. Common Stock
6241,RELIW,Reliance Global Group Inc. Series A Warrants
6242,RELL,Richardson Electronics Ltd. Common Stock
6243,RELX,RELX PLC PLC American Depositary Shares (Each representing One Ordinary Share)
6244,RELY,Remitly Global Inc. Common Stock
6245,RENN,Renren Inc. American Depositary Shares each representing fifteen Class A ordinary shares
6246,RENO,Renovare Environmental Inc.  Common Stock
6247,RENT,Rent the Runway Inc. Class A Common Stock
6248,REPH,Recro Pharma Inc. Common Stock
6249,REPL,Replimune Group Inc. Common Stock
6250,REPX,Riley Exploration Permian Inc. Common Stock
6251,RERE,ATRenew Inc. American Depositary Shares (every three of which representing two Class A ordinary shares)
6252,RES,RPC Inc. Common Stock
6253,RESN,Resonant Inc. Common Stock
6254,RETA,Reata Pharmaceuticals Inc. Class A Common Stock
6255,RETO,ReTo Eco-Solutions Inc. Common Shares
6256,REV,Revlon Inc. New Common Stock
6257,REVE,Alpine Acquisition Corporation Common Stock
6258,REVEU,Alpine Acquisition Corporation Unit
6259,REVEW,Alpine Acquisition Corporation Warrant
6260,REVG,REV Group Inc. Common Stock
6261,REVH,Revolution Healthcare Acquisition Corp. SAIL Class A Common Stock
6262,REVHU,Revolution Healthcare Acquisition Corp. SAIL Units
6263,REVHW,Revolution Healthcare Acquisition Corp. SAIL Warrant.
6264,REX,REX American Resources Corporation
6265,REXR,Rexford Industrial Realty Inc. Common Stock
6266,REXR^B,Rexford Industrial Realty Inc. 5.875% Series B Cumulative Redeemable Preferred Stock
6267,REXR^C,Rexford Industrial Realty Inc. 5.625% Series C Cumulative Redeemable Preferred Stock par value $0.01 per share
6268,REYN,Reynolds Consumer Products Inc. Common Stock
6269,REZI,Resideo Technologies Inc. Common Stock 
6270,RF,Regions Financial Corporation Common Stock
6271,RF^B,Regions Financial Corporation Depositary Shares Representing 1/40th Perpetual Preferred Series B
6272,RF^C,Regions Financial Corporation Depositary Shares each Representing a 1/40th Interest in a  Share of 5.700% Fixed-to-Floating Rate Non-Cumulative  Perpetual Preferred Stock Series C
6273,RF^E,Regions Financial Corporation Depositary Shares Each Representing a 1/40th Interest in a Share of 4.45% Non-Cumulative Perpetual Preferred Stock Series E
6274,RFI,Cohen & Steers Total Return Realty Fund Inc. Common Stock
6275,RFIL,RF Industries Ltd. Common Stock
6276,RFL,Rafael Holdings Inc. Class B Common Stock
6277,RFM,RiverNorth Flexible Municipal Income Fund Inc. Common Stock
6278,RFMZ,RiverNorth Flexible Municipal Income Fund II Inc. Common Stock
6279,RFP,Resolute Forest Products Inc. Common Stock
6280,RGA,Reinsurance Group of America Incorporated Common Stock
6281,RGC,Regencell Bioscience Holdings Limited Ordinary Shares
6282,RGCO,RGC Resources Inc. Common Stock
6283,RGEN,Repligen Corporation Common Stock
6284,RGF,The Real Good Food Company Inc. Class A Common Stock
6285,RGLD,Royal Gold Inc. Common Stock
6286,RGLS,Regulus Therapeutics Inc. Common Stock
6287,RGNX,REGENXBIO Inc. Common Stock
6288,RGP,Resources Connection Inc. Common Stock
6289,RGR,Sturm Ruger & Company Inc. Common Stock
6290,RGS,Regis Corporation Common Stock
6291,RGT,Royce Global Value Trust Inc. Common Stock
6292,RH,RH Common Stock
6293,RHE,Regional Health Properties Inc. Common Stock
6294,RHE^A,Regional Health Properties Inc. 10.875% Series A Cumulative Redeemable Preferred Stock
6295,RHI,Robert Half International Inc. Common Stock
6296,RHP,Ryman Hospitality Properties Inc. (REIT)
6297,RIBT,RiceBran Technologies Common Stock
6298,RICK,RCI Hospitality Holdings Inc. Common Stock
6299,RICO,Agrico Acquisition Corp. Class A Ordinary Shares
6300,RICOU,Agrico Acquisition Corp. Unit
6301,RICOW,Agrico Acquisition Corp. Warrant
6302,RIDE,Lordstown Motors Corp. Class A Common Stock
6303,RIG,Transocean Ltd (Switzerland) Common Stock
6304,RIGL,Rigel Pharmaceuticals Inc. Common Stock
6305,RILY,B. Riley Financial Inc. Common Stock
6306,RILYG,B. Riley Financial Inc. 5.00% Senior Notes due 2026
6307,RILYK,B. Riley Financial Inc. 5.50% Senior Notes Due 2026
6308,RILYL,B. Riley Financial Inc. Depositary Shares each representing 1/1000th in a share of 7.375% Series B Cumulative Perpetual Preferred Stock par value $0.0001
6309,RILYM,B. Riley Financial Inc. 6.375% Senior Notes due 2025
6310,RILYN,B. Riley Financial Inc. 6.50% Senior Notes Due 2026
6311,RILYO,B. Riley Financial Inc. 6.75% Senior Notes due 2024
6312,RILYP,B. Riley Financial Inc. Depositary Shares each representing a 1/1000th fractional interest in a share of Series A Cumulative Perpetual Preferred Stock
6313,RILYT,B. Riley Financial Inc. 6.00% Senior Notes Due 2028
6314,RILYZ,B. Riley Financial Inc. 5.25% Senior Notes due 2028
6315,RIO,Rio Tinto Plc Common Stock
6316,RIOT,Riot Blockchain Inc.  Common Stock 
6317,RIV,RiverNorth Opportunities Fund Inc. Common Stock
6318,RIVN,Rivian Automotive Inc. Class A Common Stock
6319,RJF,Raymond James Financial Inc. Common Stock
6320,RKDA,Arcadia Biosciences Inc. Common Stock
6321,RKLB,Rocket Lab USA Inc. Common Stock
6322,RKLBW,Rocket Lab USA Inc. Warrant
6323,RKLY,Rockley Photonics Holdings Limited Ordinary Shares
6324,RKT,Rocket Companies Inc. Class A Common Stock
6325,RKTA,Rocket Internet Growth Opportunities Corp. Class A Ordinary Shares
6326,RL,Ralph Lauren Corporation Common Stock
6327,RLAY,Relay Therapeutics Inc. Common Stock
6328,RLGT,Radiant Logistics Inc. Common Stock
6329,RLGY,Realogy Holdings Corp. Common Stock
6330,RLI,RLI Corp. Common Stock (DE)
