Symbol,Name
1382,CBRL,Cracker Barrel Old Country Store Inc Common Stock
1383,CBSH,Commerce Bancshares Inc. Common Stock
1384,CBT,Cabot Corporation Common Stock
1385,CBTX,CBTX Inc. Common Stock
1386,CBU,Community Bank System Inc. Common Stock
1387,CBZ,CBIZ Inc. Common Stock
1388,CC,Chemours Company (The) Common Stock
1389,CCAC,CITIC Capital Acquisition Corp. Class A Ordinary Shares
1390,CCAI,Cascadia Acquisition Corp. Class A Common Stock
1391,CCAIW,Cascadia Acquisition Corp. Warrant
1392,CCAP,Crescent Capital BDC Inc. Common stock
1393,CCB,Coastal Financial Corporation Common Stock
1394,CCBG,Capital City Bank Group Common Stock
1395,CCCC,C4 Therapeutics Inc. Common Stock
1396,CCCS,CCC Intelligent Solutions Holdings Inc. Common Stock
1397,CCD,Calamos Dynamic Convertible & Income Fund Common Stock
1398,CCEL,Cryo-Cell International Inc. Common Stock
1399,CCEP,Coca-Cola Europacific Partners plc Ordinary Shares
1400,CCF,Chase Corporation Common Stock
1401,CCI,Crown Castle International Corp. (REIT) Common Stock
1402,CCJ,Cameco Corporation Common Stock
1403,CCK,Crown Holdings Inc.
1404,CCL,Carnival Corporation Common Stock
1405,CCLP,CSI Compressco LP Common Units
1406,CCM,Concord Medical Services Holdings Limited ADS (Each represents three ordinary shares)
1407,CCMP,CMC Materials Inc. Common Stock
1408,CCNC,Code Chain New Continent Limited Common Stock
1409,CCNE,CNB Financial Corporation Common Stock
1410,CCNEP,CNB Financial Corporation Depositary Shares each representing a 1/40th ownership interest in a share of 7.125% Series A Fixed-Rate Non-Cumulative Perpetual Preferred Stock
1411,CCO,Clear Channel Outdoor Holdings Inc. Common Stock
1412,CCOI,Cogent Communications Holdings Inc.
1413,CCRN,Cross Country Healthcare Inc. Common Stock $0.0001 Par Value
1414,CCS,Century Communities Inc. Common Stock
1415,CCSI,Consensus Cloud Solutions Inc. Common Stock
1416,CCTSU,Cactus Acquisition Corp. 1 Limited Unit
1417,CCU,Compania Cervecerias Unidas S.A. Common Stock
1418,CCV,Churchill Capital Corp V Class A Common Stock
1419,CCVI,Churchill Capital Corp VI Class A Common Stock
1420,CCXI,ChemoCentryx Inc. Common Stock
1421,CCZ,Comcast Holdings ZONES
1422,CD,Chindata Group Holdings Limited American Depositary Shares
1423,CDAK,Codiak BioSciences Inc. Common Stock
1424,CDAQ,Compass Digital Acquisition Corp. Class A Ordinary Shares
1425,CDAQU,Compass Digital Acquisition Corp. Unit
1426,CDAY,Ceridian HCM Holding Inc. Common Stock
1427,CDE,Coeur Mining Inc. Common Stock
1428,CDEV,Centennial Resource Development Inc. Class A Common Stock
1429,CDK,CDK Global Inc. Common Stock
1430,CDLX,Cardlytics Inc. Common Stock
1431,CDMO,Avid Bioservices Inc. Common Stock
1432,CDNA,CareDx Inc. Common Stock
1433,CDNS,Cadence Design Systems Inc. Common Stock
1434,CDOR,Condor Hospitality Trust Inc. Common Stock
1435,CDR,Cedar Realty Trust Inc. Common Stock
1436,CDR^B,Cedar Realty Trust Inc. 7.25% Series B Cumulative Redeemable Preferred Stock
1437,CDR^C,Cedar Realty Trust Inc. 6.50% Series C Cumulative Redeemable Preferred Stock
1438,CDRE,Cadre Holdings Inc. Common Stock
1439,CDRO,Codere Online Luxembourg S.A. Ordinary Shares
1440,CDROW,Codere Online Luxembourg S.A. Warrants
1441,CDTX,Cidara Therapeutics Inc. Common Stock
1442,CDW,CDW Corporation Common Stock
1443,CDXC,ChromaDex Corporation Common Stock
1444,CDXS,Codexis Inc. Common Stock
1445,CDZI,CADIZ Inc. Common Stock
1446,CDZIP,Cadiz Inc. Depositary Shares
1447,CE,Celanese Corporation Celanese Corporation Common Stock
1448,CEA,China Eastern Airlines Corporation Ltd. Common Stock
1449,CECE,CECO Environmental Corp. Common Stock
1450,CEE,The Central and Eastern Europe Fund Inc. (The) Common Stock
1451,CEI,Camber Energy Inc. Common Stock
1452,CEIX,CONSOL Energy Inc. Common Stock 
1453,CELC,Celcuity Inc. Common Stock
1454,CELH,Celsius Holdings Inc. Common Stock
1455,CELP,Cypress Environmental Partners L.P. Common Units representing limited partner interests
1456,CELU,Celularity Inc. Class A Common Stock
1457,CELUW,Celularity Inc. Warrant
1458,CELZ,Creative Medical Technology Holdings Inc. Common Stock
1459,CEM,ClearBridge MLP and Midstream Fund Inc. Common Stock
1460,CEMI,Chembio Diagnostics Inc. Common Stock
1461,CEN,Center Coast Brookfield MLP & Energy Infrastructure Fund
1462,CENQ,CENAQ Energy Corp. Class A Ordinary Shares
1463,CENQW,CENAQ Energy Corp. Warrant
1464,CENT,Central Garden & Pet Company Common Stock
1465,CENTA,Central Garden & Pet Company Class A Common Stock Nonvoting
1466,CENX,Century Aluminum Company Common Stock
1467,CEPU,Central Puerto S.A. American Depositary Shares (each represents ten Common Shares)
1468,CEQP,Crestwood Equity Partners LP
1469,CEQP^,Crestwood Equity Partners LP Preferred Units representing limited partner interests
1470,CERE,Cerevel Therapeutics Holdings Inc. Common Stock
1471,CERN,Cerner Corporation Common Stock
1472,CERS,Cerus Corporation Common Stock
1473,CERT,Certara Inc. Common Stock
1474,CET,Central Securities Corporation Common Stock
1475,CETX,Cemtrex Inc. Common Stock
1476,CETXP,Cemtrex Inc. Series 1 Preferred Stock
1477,CETXW,Cemtrex Inc. Series 1 Warrant
1478,CEV,Eaton Vance California Municipal Income Trust Shares of Beneficial Interest
1479,CEVA,CEVA Inc. Common Stock
1480,CF,CF Industries Holdings Inc. Common Stock
1481,CFB,CrossFirst Bankshares Inc. Common Stock
1482,CFBK,CF Bankshares Inc. Common Stock
1483,CFFE,CF Acquisition Corp. VIII Class A Common Stock
1484,CFFEW,CF Acquisition Corp. VIII Warrant
1485,CFFI,C&F Financial Corporation Common Stock
1486,CFFN,Capitol Federal Financial Inc. Common Stock
1487,CFFSU,CF Acquisition Corp. VII Unit
1488,CFFVU,CF Acquisition Corp. V Unit
1489,CFFVW,CF Acquisition Corp. V Warrant
1490,CFG,Citizens Financial Group Inc. Common Stock
1491,CFG^D,Citizens Financial Group Inc. Depositary Shares each representing a 1/40th Interest in a Share of 6.350% Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock Series D
1492,CFG^E,Citizens Financial Group Inc. Depositary Shares Each Representing 1/40th Interest in a Share of 5.000% Fixed-Rate Non-Cumulative Perpetual Preferred Stock Series E
1493,CFIV,CF Acquisition Corp. IV Class A common stock
1494,CFIVU,CF Acquisition Corp. IV Unit
1495,CFIVW,CF Acquisition Corp. IV Warrant
1496,CFLT,Confluent Inc. Class A Common Stock
1497,CFMS,Conformis Inc. Common Stock
1498,CFR,Cullen/Frost Bankers Inc. Common Stock
1499,CFR^B,Cullen/Frost Bankers Inc. Depositary Shares each representing a 1/40th ownership interest in a share of 4.450% non-cumulative perpetual preferred stock Series B
1500,CFRX,ContraFect Corporation Common Stock
1501,CFV,CF Acquisition Corp. V Class A Common Stock
1502,CFVI,CF Acquisition Corp. VI Class A Common Stock
1503,CFVIU,CF Acquisition Corp. VI Unit
1504,CFVIW,CF Acquisition Corp. VI Warrant
1505,CFX,Colfax Corporation Common Stock
1506,CFXA,Colfax Corporation 5.75% Tangible Equity Units
1507,CG,The Carlyle Group Inc. Common Stock
1508,CGA,China Green Agriculture Inc. Common Stock
1509,CGABL,The Carlyle Group Inc. 4.625% Subordinated Notes due 2061
1510,CGAU,Centerra Gold Inc. Common Shares
1511,CGBD,TCG BDC Inc. Common Stock
1512,CGC,Canopy Growth Corporation Common Shares
1513,CGEM,Cullinan Oncology Inc. Common Stock
1514,CGEN,Compugen Ltd. Ordinary Shares
1515,CGNT,Cognyte Software Ltd. Ordinary Shares
1516,CGNX,Cognex Corporation Common Stock
1517,CGO,Calamos Global Total Return Fund Common Stock
1518,CGRN,Capstone Green Energy Corporation Common Stock
1519,CGTX,Cognition Therapeutics Inc. Common Stock
1520,CHAA,Catcha Investment Corp. Class A Ordinary Shares
1521,CHCI,Comstock Holding Companies Inc. Class A Common Stock
1522,CHCO,City Holding Company Common Stock
1523,CHCT,Community Healthcare Trust Incorporated Common Stock
1524,CHD,Church & Dwight Company Inc. Common Stock
1525,CHDN,Churchill Downs Incorporated Common Stock
1526,CHE,Chemed Corp
1527,CHEF,The Chefs' Warehouse Inc. Common Stock
1528,CHEK,Check-Cap Ltd. Ordinary Share
1529,CHEKZ,Check-Cap Ltd. Series C Warrant
1530,CHGG,Chegg Inc. Common Stock
1531,CHH,Choice Hotels International Inc. Common Stock
1532,CHI,Calamos Convertible Opportunities and Income Fund Common Stock
1533,CHK,Chesapeake Energy Corporation Common Stock
1534,CHKEL,Chesapeake Energy Corporation Class C Warrants
1535,CHKEW,Chesapeake Energy Corporation Class A Warrants
1536,CHKEZ,Chesapeake Energy Corporation Class B Warrants
1537,CHKP,Check Point Software Technologies Ltd. Ordinary Shares
1538,CHMG,Chemung Financial Corp Common Stock
1539,CHMI,Cherry Hill Mortgage Investment Corporation Common Stock
1540,CHMI^A,Cherry Hill Mortgage Investment Corporation 8.20% Series A Cumulative Redeemable Preferred Stock
1541,CHMI^B,Cherry Hill Mortgage Investment Corporation 8.250% Series B Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock
1542,CHN,China Fund Inc. (The) Common Stock
1543,CHNG,Change Healthcare Inc. Common Stock
1544,CHNGU,Change Healthcare Inc. Tangible Equity Units
1545,CHNR,China Natural Resources Inc. Common Stock
1546,CHPM,CHP Merger Corp. Class A Common Stock
1547,CHPMU,CHP Merger Corp. Unit
1548,CHPMW,CHP Merger Corp. Warrant
1549,CHPT,ChargePoint Holdings Inc. Common Stock
1550,CHRA,Charah Solutions Inc. Common Stock
1551,CHRB,Charah Solutions Inc. 8.50% Senior Notes due 2026
1552,CHRS,Coherus BioSciences Inc. Common Stock
1553,CHRW,C.H. Robinson Worldwide Inc. Common Stock
1554,CHS,Chico's FAS Inc. Common Stock
1555,CHSCL,CHS Inc Class B Cumulative Redeemable Preferred Stock Series 4
1556,CHSCM,CHS Inc Class B Reset Rate Cumulative Redeemable Preferred Stock Series 3
1557,CHSCN,CHS Inc Preferred Class B Series 2 Reset Rate
1558,CHSCO,CHS Inc. Class B Cumulative Redeemable Preferred Stock
1559,CHSCP,CHS Inc. 8%  Cumulative Redeemable Preferred Stock
1560,CHT,Chunghwa Telecom Co. Ltd.
1561,CHTR,Charter Communications Inc. Class A Common Stock New
1562,CHUY,Chuy's Holdings Inc. Common Stock
1563,CHW,Calamos Global Dynamic Income Fund Common Stock
1564,CHWA,CHW Acquisition Corporation Ordinary Share
1565,CHWAU,CHW Acquisition Corporation Unit
1566,CHWAW,CHW Acquisition Corporation Warrant
1567,CHWY,Chewy Inc. Class A Common Stock
1568,CHX,ChampionX Corporation Common Stock 
1569,CHY,Calamos Convertible and High Income Fund Common Stock
1570,CI,Cigna Corporation Common Stock
1571,CIA,Citizens Inc. Class A Common Stock ($1.00 Par)
1572,CIAN,Cian PLC American Depositary Shares each representing one Ordinary Share
1573,CIB,BanColombia S.A. Common Stock
1574,CIDM,Cinedigm Corp. Class A Common Stock
1575,CIEN,Ciena Corporation Common Stock
1576,CIF,MFS Intermediate High Income Fund Common Stock
1577,CIFR,Cipher Mining Inc. Common Stock
1578,CIFRW,Cipher Mining Inc. Warrant
1579,CIG,Comp En De Mn Cemig ADS American Depositary Shares
1580,CIGI,Colliers International Group Inc. Subordinate Voting Shares
1581,CIH,China Index Holdings Limited American Depository Shares
1582,CII,Blackrock Capital and Income Fund Inc.
1583,CIIG,CIIG Capital Partners II Inc. Class A Common Stock
1584,CIIGU,CIIG Capital Partners II Inc. Unit
1585,CIIGW,CIIG Capital Partners II Inc. Warrant
1586,CIK,Credit Suisse Asset Management Income Fund Inc. Common Stock
1587,CIM,Chimera Investment Corporation Common Stock
1588,CIM^A,Chimera Investment Corporation 8.00% Series A Cumulative Redeemable Preferred Stock
1589,CIM^B,Chimera Investment Corporation 8.00% Series B Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock
1590,CIM^C,Chimera Investment Corporation 7.75% Series C Fixed-to-Floating Rate  Cumulative Redeemable  Preferred Stock
1591,CIM^D,Chimera Investment Corporation 8.00% Series D Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock
1592,CINF,Cincinnati Financial Corporation Common Stock
1593,CING,Cingulate Inc. Common Stock
1594,CINGW,Cingulate Inc. Warrants
1595,CINR,Ciner Resources LP Common Units representing Limited Partner Interests
1596,CINT,CI&T Inc Class A Common Shares
1597,CIO,City Office REIT Inc. Common Stock
1598,CIO^A,City Office REIT Inc. 6.625% Series A Cumulative Redeemable Preferred Stock
1599,CION,CION Investment Corporation Common Stock
1600,CIR,CIRCOR International Inc. Common Stock
1601,CISO,Cerberus Cyber Sentinel Corporation
1602,CIT,CIT Group Inc (DEL) Common Stock
1603,CIT^B,CIT Group Inc (DEL) 5.625 % Non-Cumulative Perpetual Preferred Stock Series B
1604,CIVB,Civista Bancshares Inc. Common Stock
1605,CIVI,Civitas Resources Inc. Common Stock
1606,CIX,CompX International Inc. Common Stock
1607,CIXX,CI Financial Corp. Common Shares
1608,CIZN,Citizens Holding Company Common Stock
1609,CJJD,China Jo-Jo Drugstores Inc. (Cayman Islands) Ordinary Shares
1610,CKPT,Checkpoint Therapeutics Inc. Common Stock
1611,CKX,CKX Lands Inc. Common Stock
1612,CL,Colgate-Palmolive Company Common Stock
1613,CLAA,Colonnade Acquisition Corp. II Class A Ordinary Shares
1614,CLAQ,CleanTech Acquisition Corp. Common stock
1615,CLAQR,CleanTech Acquisition Corp. Rights
1616,CLAQW,CleanTech Acquisition Corp. Warrant
1617,CLAR,Clarus Corporation Common Stock
1618,CLAS,Class Acceleration Corp. Class A Common Stock
1619,CLB,Core Laboratories N.V. Common Stock
1620,CLBK,Columbia Financial Inc. Common Stock
1621,CLBR,Colombier Acquisition Corp. Class A Common Stock
1622,CLBS,Caladrius Biosciences Inc. Common Stock
1623,CLBT,Cellebrite DI Ltd. Ordinary Shares
1624,CLBTW,Cellebrite DI Ltd. Warrants
1625,CLDT,Chatham Lodging Trust (REIT) Common Shares of Beneficial Interest
1626,CLDT^A,Chatham Lodging Trust (REIT) 6.625% Series A Cumulative Redeemable Preferred Shares of Beneficial Interest
1627,CLDX,Celldex Therapeutics Inc.
1628,CLEU,China Liberal Education Holdings Limited Ordinary Shares
1629,CLF,Cleveland-Cliffs Inc. Common Stock
1630,CLFD,Clearfield Inc. Common Stock
1631,CLGN,CollPlant Biotechnologies Ltd Ordinary Shares
1632,CLH,Clean Harbors Inc. Common Stock
1633,CLIM,Climate Real Impact Solutions II Acquisition Corporation Class A Common Stock
1634,CLIR,ClearSign Technologies Corporation Common Stock
1635,CLLS,Cellectis S.A. American Depositary Shares
1636,CLM,Cornerstone Strategic Value Fund Inc. New Common Stock
1637,CLMT,Calumet Specialty Products Partners L.P. Common Units
1638,CLNE,Clean Energy Fuels Corp. Common Stock
1639,CLNN,Clene Inc. Common Stock
1640,CLNNW,Clene Inc. Warrant
1641,CLOE,Clover Leaf Capital Corp. Class A Common Stock
1642,CLOER,Clover Leaf Capital Corp. Rights
1643,CLOEU,Clover Leaf Capital Corp. Unit
1644,CLOV,Clover Health Investments Corp. Class A Common Stock
1645,CLPR,Clipper Realty Inc. Common Stock
1646,CLPS,CLPS Incorporation Common Stock
1647,CLPT,ClearPoint Neuro Inc. Common Stock
1648,CLR,Continental Resources Inc. Common Stock
1649,CLRB,Cellectar Biosciences Inc.  Common Stock
1650,CLRM,Clarim Acquisition Corp. Class A Common Stock
1651,CLRMU,Clarim Acquisition Corp. Unit
1652,CLRMW,Clarim Acquisition Corp. Warrant
1653,CLRO,ClearOne Inc. (DE) Common Stock
1654,CLS,Celestica Inc. Common Stock
1655,CLSD,Clearside Biomedical Inc. Common Stock
1656,CLSK,CleanSpark Inc. Common Stock
1657,CLSN,Celsion Corporation Common Stock
1658,CLST,Catalyst Bancorp Inc. Common Stock
1659,CLVR,Clever Leaves Holdings Inc. Common Shares
1660,CLVRW,Clever Leaves Holdings Inc. Warrant
1661,CLVS,Clovis Oncology Inc. Common Stock
1662,CLVT,Clarivate Plc Ordinary Shares
1663,CLVT^A,Clarivate Plc 5.25% Series A Mandatory Convertible Preferred Shares
1664,CLW,Clearwater Paper Corporation Common Stock
1665,CLWT,Euro Tech Holdings Company Limited Common Stock
1666,CLX,Clorox Company (The) Common Stock
1667,CLXT,Calyxt Inc. Common Stock
1668,CM,Canadian Imperial Bank of Commerce Common Stock
1669,CMA,Comerica Incorporated Common Stock
1670,CMAX,CareMax Inc. Class A Common Stock
1671,CMAXW,CareMax Inc. Warrant
1672,CMBM,Cambium Networks Corporation Ordinary Shares
1673,CMC,Commercial Metals Company Common Stock
1674,CMCL,Caledonia Mining Corporation Plc Common Shares
1675,CMCM,Cheetah Mobile Inc. American Depositary Shares each representing 10 Class Ordinary Shares
1676,CMCO,Columbus McKinnon Corporation Common Stock
1677,CMCSA,Comcast Corporation Class A Common Stock
1678,CMCT,CIM Commercial Trust Corporation Common stock
1679,CMCTP,CIM Commercial Trust Corporation Series L Preferred Stock
1680,CME,CME Group Inc. Class A Common Stock
1681,CMG,Chipotle Mexican Grill Inc. Common Stock
1682,CMI,Cummins Inc. Common Stock
1683,CMLS,Cumulus Media Inc. Class A Common Stock
1684,CMMB,Chemomab Therapeutics Ltd. American Depositary Share
1685,CMP,Compass Minerals Intl Inc Common Stock
1686,CMPI,Checkmate Pharmaceuticals Inc. Common Stock
1687,CMPR,Cimpress plc Ordinary Shares (Ireland)
1688,CMPS,COMPASS Pathways Plc American Depository Shares
1689,CMPX,Compass Therapeutics Inc. Common Stock
1690,CMRE,Costamare Inc. Common Stock $0.0001 par value
1691,CMRE^B,Costamare Inc. Perpetual Preferred Stock Series B (Marshall Islands)
1692,CMRE^C,Costamare Inc. Perpetual Preferred Series C (Marshall Islands)
1693,CMRE^D,Costamare Inc. 8.75% Series D Cumulative Redeemable Perpetual Preferred Stock
1694,CMRE^E,Costamare Inc. 8.875% Series E Cumulative Redeemable Perpetual Preferred Stock par value $0.0001
1695,CMRX,Chimerix Inc. Common Stock
1696,CMS,CMS Energy Corporation Common Stock
1697,CMS^B,CMS Energy Corporation Preferred Stock
1698,CMS^C,CMS Energy Corporation Depositary Shares each representing a 1/1000th interest in a share of 4.200% Cumulative Redeemable Perpetual Preferred Stock Series C
1699,CMSA,CMS Energy Corporation 5.625% Junior Subordinated Notes due 2078
1700,CMSC,CMS Energy Corporation 5.875% Junior Subordinated Notes due 2078
1701,CMSD,CMS Energy Corporation 5.875% Junior Subordinated Notes due 2079
1702,CMT,Core Molding Technologies Inc Common Stock
1703,CMTG,Claros Mortgage Trust Inc. Common Stock
1704,CMTL,Comtech Telecommunications Corp. Common Stock
1705,CMU,MFS Municipal Income Trust Common Stock
1706,CNA,CNA Financial Corporation Common Stock
1707,CNC,Centene Corporation Common Stock
1708,CNCE,Concert Pharmaceuticals Inc. Common Stock
1709,CND,Concord Acquisition Corp. Class A Common Stock
1710,CNDA,Concord Acquisition Corp II Class A Common Stock
1711,CNDT,Conduent Incorporated Common Stock 
1712,CNET,ZW Data Action Technologies Inc. Common Stock
1713,CNEY,CN Energy Group Inc. Ordinary Shares
1714,CNF,CNFinance Holdings Limited American Depositary Shares each representing  twenty (20) Ordinary Shares
1715,CNFR,Conifer Holdings Inc. Common Stock
1716,CNFRL,Conifer Holdings Inc. 6.75% Senior Unsecured Notes due 2023
